model_name,scs,l3_weight_cuts,l3_output_cuts,lcus,weights,ops_per_image,macs_per_image,pure_ops_per_image,pure_macs_per_image,power,fps,subclusters_per_target,l3_cuts_per_target,layers_per_target,l2_cuts_per_target_normalized,l2_cuts_used_normalized,profiling_mode,layers,l3_total_cuts,net_input_throughput,gross_input_throughput,net_output_throughput,gross_output_throughput,latency,input_aligners,input_aligners_per_target,apus,apus_per_target,l4_cuts,l4_cuts_per_target,l2_weights,l2_data_usage,l2_cuts_per_target,number_of_devices,number_of_contexts,calibration,transpose,resize_input,normalization,input_conversion,nms,optimization_level,compression_level,compression_rate,hw_arch,stream_fps,optimization_goal_fps,context_switch_configs,l2_cut_size,l3_cut_size,l4_cut_size
yolov8n-pose,514,378,324,160,3289948.0,9177729600.0,4604315200.0,9177729600.0,4604315200.0,,N/A,512,1024,128,256.0,257.0,post_placement,113,702,N/A,N/A,N/A,N/A,N/A,186,256,152,160,8,28,0,1013632,512,2,2,64.0,False,False,False,False,False,0,0,N/A,hailo8,,,,16384.0,32768.0,131072.0

context_name,csw_scs_mac_util,b8_csw_scs_mac_util, ,mapping_util,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util,scs_mac_util, ,fps,1/fps (s),drain (s),latency_util,b8_latency_util, ,context_overhead,overhead_util,b8_overhead_util,total_mac_util,b8_total_mac_util
contexts_total,0.15006902595433425,0.24151792310456616,,0.5123274475049973,0.7890205454782073,0.9205298851686772,0.9656012574476672,0.811789562127877,0.9155022808615226,0.5709902395348322,0.2645479107350383,,no runtime data,no runtime data,N/A,0.5672659653118107,0.9129458721995422,,no runtime data,no runtime data,no runtime data,no runtime data,no runtime data
context_0,0.10743156247249973,0.18213949679033314,,0.4609375,0.668585682137035,0.9376393984784053,0.9811428700854655,0.7758281183936714,0.8983050847457628,0.48840348177770726,0.2022295666735819,,1642.4069473813875,0.0006088625,0.0005372624999999999,0.5312356854618824,0.9006571085835531,,no runtime data,,,,
context_1,0.18779492250127758,0.2892478732498946,,0.54296875,0.8681796774225227,0.9121054053722101,0.9579207543932778,0.8312934971622445,0.9244604316546763,0.6244363489386987,0.31343777671337025,,1288.4979013590432,0.0007760975,0.0005192425,0.5991457841184554,0.9228239055383658,,no runtime data,,,,

layer_name,layer_type,input_height,input_width,output_channels,input_channels,kernel_height,kernel_width,strides_row,strides_col,predecessors,successors,weights,macs,power,fps,total cycles,theoretical cycles,scs,apus,input_aligners,of_per_sc,of_per_mac,l3_output_cuts,l2_weights_usage_ratio,groups,dilation_height,dilation_width,16x4_configuration,elementwise_feed_repeat,ew_add_enabled,defuse_mode,node_layer_input_bw,node_layer_output_bw,defuse_name,l3_weight_cuts,l4_cuts,lcus,node_layer_latency,deprecated,output_features_per_sc,mac_computation_utilization,apu_activation_utilization,subcluster_utilization,buffers_num,buffer_size,context,did_reach_fps,latency,l2_weights,ops,l2_data_usage,input_activation_bits,input_range_min,input_range_max,kernel_range_min,kernel_range_max,output_range_min,output_range_max,output_activation_bits,weights_bits,bias_bits,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util
ew_add6,ew_add,20,20,128,128,,,,,conv_feature_splitter4_2 conv24,concat4,0,25600.0,,16653.48,24019,,1,1,1,128,0,1,0.0,,,,False,,False,,66.66645050048828,0.0,yolov8n-pose/ew_add6,1,0,1,0.6656449999999999,0,128,0.6394937634468079,0.31974688172340393,0.06306842967102128,10,3072,context_0,True,0.001140765,0,51200.0,0,N/A,N/A,N/A,N/A,N/A,-0.7818141579627991,5.863605976104736,8,8,16,0.6394937634468079,0.8333333333333334,1.0,0.09862243117288386,1.0,0.05255702472585107
concat4,concat,20|20|20,20|20|20,384,128|128|128,,,,,conv_feature_splitter4_1 conv_feature_splitter4_2 ew_add6,conv25,0,0,,16714.72,23931,,1,1,1,384,0,1,1,,,,False,,False,,66.66645050048828,0.0,yolov8n-pose/concat4,0,0,1,0.6687474999999999,0,384,0.9627679586410522,0.9627679586410522,0.09460264024405766,10,3072,context_0,True,0.001146865,0,0,0,N/A,N/A,N/A,N/A,N/A,-0.7818141579627991,5.863605976104736,8,N/A,N/A,0.9627679586410522,0.8333333333333334,1.0,0.09826110164445996,0.0,0.07883553353671473
conv25,conv,20,20,256,384,1,1,1,1,concat4,conv26,98560.0,39424000.0,,1989.05,201101,153600.0,4,1,1,64,8,1,0.0,1,1,1,False,,False,,199.9993438720703,133.33290100097656,yolov8n-pose/conv25,4,0,1,0.7002974999999999,0,64,0.9189411997795105,0.07637953013181686,0.758791985944525,16,2048,context_0,True,0.0011794075,0,78643200.0,0,8,-0.7818141579627991,5.863605976104736,-0.5408311486244202,0.47103363275527954,-0.291221559047699,3.084300994873047,8,8,16,0.9189411997795105,0.8333333333333334,1.0,0.825724198813361,1.0,0.6323266549537709
conv26,conv,20,20,128,256,1,1,1,1,conv25,maxpool1 concat5,32896.0,13158400.0,,2094.45,190981,102400.0,2,1,2,64,8,1,0.0,1,1,1,True,,False,,133.33290100097656,66.66645050048828,yolov8n-pose/conv26,1,0,1,0.70738,0,64,0.8612375259399414,0.053617898374795914,0.6753577529472417,10,3072,context_0,True,0.0011948875,0,26214400.0,2048,8,-0.291221559047699,3.084300994873047,-0.9948871731758118,0.580232560634613,-0.2822171747684479,5.253581523895264,8,8,16,0.8612375259399414,0.625,1.0,0.7841713030446119,1.0,0.422098595592026
maxpool1,maxpool,20,20,128,128,5,5,1,1,conv26,maxpool2 concat5,0,0,,2571.37,155559,,4.0,4.0,4.0,128,0,5.0,,,1,1,False,,False,combined (INPUT_FEATURES),166.6661262512207,66.66645050048828,,0.0,0.0,4.0,0.7244849999999999,0,128,0.5914581120014191,0.8941728472709656,0.08995462981289766,94.0,7424,context_0,True,0.0012462375,0,0,0,8,-0.2822171747684479,5.253581523895264,N/A,N/A,-0.2822171747684479,5.253581523895264,8,N/A,N/A,0,0,0,0,0.0,0
maxpool2,maxpool,20,20,128,128,5,5,1,1,maxpool1,maxpool3 concat5,0,0,,2571.37,155559,,4.0,4.0,4.0,128,0,5.0,,,1,1,False,,False,combined (INPUT_FEATURES),166.6661262512207,66.66645050048828,,0.0,0.0,4.0,0.6976125,0,128,0.5914581120014191,0.8941728472709656,0.08995462981289766,94.0,7680,context_0,True,0.0013104075,0,0,0,8,-0.2822171747684479,5.253581523895264,N/A,N/A,-0.2822171747684479,5.253581523895264,8,N/A,N/A,0,0,0,0,0.0,0
maxpool3,maxpool,20,20,128,128,5,5,1,1,maxpool2,concat5,0,0,,1288.50,310439,,1,1,1,128,0,3,1,,1,1,False,,False,,65.9710922241211,65.9710922241211,yolov8n-pose/maxpool3,0,0,1,0.779835,0,128,0.23267695307731628,0.8391084671020508,0.23267695307731628,3,3072,context_1,True,0.0007817975,0,0,0,8,-0.2822171747684479,5.253581523895264,N/A,N/A,-0.2822171747684479,5.253581523895264,8,N/A,N/A,0.23267695307731628,0.8333333333333334,1.0,1.0,0.0,0.19389746089776358
concat5,concat,20|20|20|20,20|20|20|20,512,128|128|128|128,,,,,conv26 maxpool1 maxpool2 maxpool3,conv27,0,0,,12644.22,31635,,1,1,1,512,0,1,1,,,,False,,False,,65.9710922241211,0.0,yolov8n-pose/concat5,0,0,1,0.755535,0,512,0.9710763692855835,0.9710763692855835,0.09895664185991268,8,4096,context_1,True,0.00078573,0,0,0,N/A,N/A,N/A,N/A,N/A,-0.2822171747684479,5.253581523895264,8,N/A,N/A,0.9710763692855835,0.8333333333333334,1.0,0.10190407777373332,0.0,0.0824638682165939
conv27,conv,20,20,256,512,1,1,1,1,concat5,resize1 concat12,131328.0,52531200.0,,1544.40,259001,204800.0,4,1,1,64,8,3,0.0,1,1,1,False,,False,,263.8843688964844,131.9421844482422,yolov8n-pose/conv27,4,0,1,0.79195,0,64,0.9507299065589905,0.05930478870868683,0.7931992968946721,15,6144,context_1,True,0.0008234575,0,104857600.0,4096,8,-0.2822171747684479,5.253581523895264,-0.48853781819343567,0.42941200733184814,-0.7382697463035583,7.818947792053223,8,8,16,0.9507299065589905,0.8333333333333334,1.0,0.8343056123747339,1.0,0.6609994140788934
resize1,resize,20,20,256,256,,,,,conv27,concat6,0,0,,2595.73,154099,,1,1,1,256,0,1,1,,,,False,,False,,131.9421844482422,0.0,yolov8n-pose/resize1,0,0,1,0.7788349999999999,0,256,0.33225393295288086,0.33225393295288086,0.16492772755390267,3,10240,context_1,True,0.00084271,0,0,0,8,-0.7382697463035583,7.818947792053223,N/A,N/A,-0.7382697463035583,7.818947792053223,8,N/A,N/A,0.33225393295288086,0.8333333333333334,1.0,0.496390595253818,0.0,0.13743977296158558
concat6,concat,40|40,40|40,384,256|128,,,,,resize1 conv20,conv_feature_splitter5_1 conv_feature_splitter5_2,0,0,,4995.82,80067,,1,1,1,384,0,2,1,,,,False,,False,,527.7687377929688,0.0,yolov8n-pose/concat6,0,0,1,0.7741975,0,384,0.9591966867446899,0.9591966867446899,0.24739160066095783,20,3072,context_1,True,0.0008477,0,0,0,N/A,N/A,N/A,N/A,N/A,-0.7382697463035583,7.818947792053223,8,N/A,N/A,0.9591966867446899,1.0,1.0,0.25791540367028626,0.0,0.24739160066095783
conv_feature_splitter5_1,conv,40,40,64,384,1,1,1,1,concat6,concat7,24640.0,39424000.0,,1616.42,247461,204800.0,3,1,1,24,3,1,0.0,1,1,1,False,,False,,791.6531372070312,148.43496704101562,yolov8n-pose/conv_feature_splitter5_1,3,0,1,0.79053,0,22,0.933480441570282,0.05819098651409149,0.7441075494748519,56,576,context_1,True,0.0008650325,0,78643200.0,0,8,-0.7382697463035583,7.818947792053223,-1.134894609451294,0.768165647983551,-0.3049185574054718,4.878696918487549,8,8,16,0.933480441570282,1.0,0.8888888888888888,0.7971324479205255,1.0,0.661428932866535
conv_feature_splitter5_2,conv,40,40,64,384,1,1,1,1,concat6,conv29 concat7,24640.0,39424000.0,,1616.42,247461,204800.0,3,1,1,24,3,2,0.0,1,1,1,False,,False,,791.6531372070312,148.43496704101562,yolov8n-pose/conv_feature_splitter5_2,3,0,1,0.79053,0,22,0.933480441570282,0.05819098651409149,0.7441075494748519,112,576,context_1,True,0.0008650325,0,78643200.0,0,8,-0.7382697463035583,7.818947792053223,-0.8963698148727417,1.1612186431884766,-0.27951306104660034,4.4722089767456055,8,8,16,0.933480441570282,1.0,0.8888888888888888,0.7971324479205255,1.0,0.661428932866535
conv29,conv,40,40,64,64,3,3,1,1,conv_feature_splitter5_2,conv30,36928.0,59084800.0,,1519.44,263255,230400.0,4,1,1,16,2,1,0.0,1,1,1,False,,False,,131.9421844482422,131.9421844482422,yolov8n-pose/conv29,4,0,1,0.8095775,0,16,0.9205143451690674,0.04862205684185028,0.7806042537744383,64,512,context_1,True,0.0008871925,0,117964800.0,10240,8,-0.27951306104660034,4.4722089767456055,-0.6622339487075806,0.6910403966903687,-0.284301221370697,6.3063178062438965,8,8,16,0.9205143451690674,1.0,1.0,0.8480087875556873,1.0,0.7806042537744383
conv30,conv,40,40,64,64,3,3,1,1,conv29,concat7,36928.0,59084800.0,,1519.44,263255,230400.0,4,1,1,16,2,1,0.0,1,1,1,False,,False,,131.9421844482422,131.9421844482422,yolov8n-pose/conv30,4,0,1,0.80988,0,16,0.9205143451690674,0.04862205684185028,0.7806042537744383,64,512,context_1,True,0.0009092125,0,117964800.0,10240,8,-0.284301221370697,6.3063178062438965,-1.7870584726333618,0.8477517366409302,-0.6242740750312805,9.988385200500488,8,8,16,0.9205143451690674,1.0,1.0,0.8480087875556873,1.0,0.7806042537744383
concat7,concat,40|40|40,40|40|40,192,64|64|64,,,,,conv_feature_splitter5_1 conv_feature_splitter5_2 conv30,conv31,0,0,,9464.10,42265,,1,1,1,192,0,1,1,,,,False,,False,,131.9421844482422,0.0,yolov8n-pose/concat7,0,0,1,0.7868474999999999,0,192,0.9085531830787659,0.9085531830787659,0.1236957994415136,21,1536,context_1,True,0.0009097375,0,0,0,N/A,-0.3049185574054718,4.878696918487549,N/A,N/A,-0.6242740750312805,9.988385200500488,8,N/A,N/A,0.9085531830787659,1.0,1.0,0.1361459095023499,0.0,0.1236957994415136
conv31,conv,40,40,128,192,1,1,1,1,concat7,resize2 concat10,24704.0,39526400.0,,1640.82,243781,204800.0,3,1,1,48,6,1,0.0,1,1,1,False,,False,,395.8265686035156,296.86993408203125,yolov8n-pose/conv31,3,0,1,0.7901675,0,43,0.9500330090522766,0.11813881993293762,0.7460402751579958,5,5760,context_1,True,0.0009135825,0,78643200.0,2304,8,-0.6242740750312805,9.988385200500488,-0.6300051808357239,0.6848836541175842,-0.44901224970817566,4.321743011474609,8,8,16,0.9500330090522766,1.0,0.8888888888888888,0.7852782672280223,1.0,0.6631469112515518
resize2,resize,40,40,128,128,,,,,conv31,concat8,0,0,,1496.90,267219,,1,1,1,128,0,2,1,,,,False,,False,,263.8843688964844,0.0,yolov8n-pose/resize2,0,0,1,0.79537,0,128,0.3832062780857086,0.3832062780857086,0.3298554576705407,2,10240,context_1,True,0.0009350625,0,0,0,8,-0.44901224970817566,4.321743011474609,N/A,N/A,-0.44901224970817566,4.321743011474609,8,N/A,N/A,0.3832062780857086,1.0,1.0,0.8607778017581554,0.0,0.3298554576705407
concat8,concat,80|80,80|80,192,128|64,,,,,resize2 conv13,conv_feature_splitter6_1 conv_feature_splitter6_2,0,0,,2577.00,155219,,1,1,1,192,0,4,1,,,,False,,False,,1055.5374755859375,0.0,yolov8n-pose/concat8,0,0,1,0.79187,0,192,0.9895696043968201,0.9895696043968201,0.4947832083754619,4,15360,context_1,True,0.00093991,0,0,0,N/A,N/A,N/A,N/A,N/A,-0.44901224970817566,4.321743011474609,8,N/A,N/A,0.9895696043968201,1.0,1.0,0.4999983893776233,0.0,0.4947832083754619
conv_feature_splitter6_1,conv,80,80,32,192,1,1,1,1,concat8,concat9,6176.0,39526400.0,,1531.74,261141,153600.0,4,1,2,8,2,1,0.0,1,1,1,True,,False,,1583.3062744140625,263.8843688964844,yolov8n-pose/conv_feature_splitter6_1,2,0,1,0.7951975,0,8,0.5912514925003052,0.09803133457899094,0.4973602092617944,128,256,context_1,True,0.000948085,0,78643200.0,0,8,-0.44901224970817566,4.321743011474609,-1.0023549795150757,0.7713870406150818,-0.3454187214374542,4.548013210296631,8,8,16,0.5912514925003052,1.0,1.0,0.8411990761470047,1.0,0.4973602092617944
conv_feature_splitter6_2,conv,80,80,32,192,1,1,1,1,concat8,conv33 concat9,6176.0,39526400.0,,1531.74,261141,153600.0,4,1,2,8,2,2,0.0,1,1,1,True,,False,,1583.3062744140625,263.8843688964844,yolov8n-pose/conv_feature_splitter6_2,2,0,1,0.7951975,0,8,0.5912514925003052,0.09803133457899094,0.4973602092617944,256,256,context_1,True,0.000948085,0,78643200.0,0,8,-0.44901224970817566,4.321743011474609,-1.0930039882659912,0.7888842225074768,-0.2795083820819855,3.6801936626434326,8,8,16,0.5912514925003052,1.0,1.0,0.8411990761470047,1.0,0.4973602092617944
conv33,conv,80,80,32,32,3,3,1,1,conv_feature_splitter6_2,conv34,9248.0,59187200.0,,1409.52,283785,230400.0,4,1,1,8,1,1,0.0,1,1,1,False,,False,,263.8843688964844,263.8843688964844,yolov8n-pose/conv33,4,0,1,0.8097175,0,8,0.8350335359573364,0.09020913392305374,0.763338343447997,128,256,context_1,True,0.0009642575,0,117964800.0,10240,8,-0.2795083820819855,3.6801936626434326,-0.951050341129303,0.6779734492301941,-0.27973464131355286,3.4745986461639404,8,8,16,0.8350335359573364,1.0,1.0,0.9141409423429402,1.0,0.763338343447997
conv34,conv,80,80,32,32,3,3,1,1,conv33,concat9,9248.0,59187200.0,,1409.52,283785,230400.0,4,1,1,8,1,1,0.0,1,1,1,False,,False,,263.8843688964844,263.8843688964844,yolov8n-pose/conv34,4,0,1,0.8103775,0,8,0.8350335359573364,0.09020913392305374,0.763338343447997,128,256,context_1,True,0.00097469,0,117964800.0,10240,8,-0.27973464131355286,3.4745986461639404,-1.1901113986968994,1.2555906772613525,-0.4142730236053467,5.454594612121582,8,8,16,0.8350335359573364,1.0,1.0,0.9141409423429402,1.0,0.763338343447997
concat9,concat,80|80|80,80|80|80,96,32|32|32,,,,,conv_feature_splitter6_1 conv_feature_splitter6_2 conv34,conv35,0,0,,4342.87,92105,,1,1,1,96,0,1,1,,,,False,,False,,263.8843688964844,0.0,yolov8n-pose/concat9,0,0,1,0.80001,0,96,0.8338309526443481,0.8338309526443481,0.24739159671725425,42,768,context_1,True,0.000974975,0,0,0,N/A,-0.3454187214374542,4.548013210296631,N/A,N/A,-0.4142730236053467,5.454594612121582,8,N/A,N/A,0.8338309526443481,1.0,1.0,0.2966927480116867,0.0,0.24739159671725425
conv35,conv,80,80,64,96,1,1,1,1,concat9,conv36 conv37 conv38 conv39,6208.0,39731200.0,,1576.16,253781,204800.0,3,1,1,24,3,6,0.0,1,1,1,False,,False,,791.6531372070312,593.7398681640625,yolov8n-pose/conv35,3,0,1,0.8007,0,22,0.9173263311386108,0.22696734964847565,0.7499057581125046,6,5760,context_1,True,0.00097595,0,78643200.0,1152,8,-0.4142730236053467,5.454594612121582,-1.0766117572784424,0.9367159605026245,-0.2894764840602875,3.225594997406006,8,8,16,0.9173263311386108,1.0,0.8888888888888888,0.8174907147619984,1.0,0.666582896100004
conv36,conv,80,80,64,64,3,3,2,2,conv35,concat10,36928.0,59084800.0,,1563.61,255819,115200.0,8,1,1,8,1,1,0.0,1,1,1,False,,False,,527.7687377929688,131.9421844482422,yolov8n-pose/conv36,8,0,1,0.80032,0,8,0.45862504839897156,0.050035376101732254,0.3779325447394706,12,2560,context_1,True,0.0009843475,0,117964800.0,5120,8,-0.2894764840602875,3.225594997406006,-0.4716673493385315,0.5506408214569092,-0.35192105174064636,3.387239933013916,8,8,16,0.45862504839897156,1.0,1.0,0.8240556115694226,1.0,0.3779325447394706
concat10,concat,40|40,40|40,192,64|128,,,,,conv36 conv31,conv_feature_splitter7_1 conv_feature_splitter7_2,0,0,,9599.92,41667,,1,1,1,192,0,2,1,,,,False,,False,,131.9421844482422,0.0,yolov8n-pose/concat10,0,0,1,0.7858375,0,192,0.921592652797699,0.921592652797699,0.12369580195826466,42,1536,context_1,True,0.0009869375,0,0,0,N/A,N/A,N/A,N/A,N/A,-0.44901224970817566,4.321743011474609,8,N/A,N/A,0.921592652797699,1.0,1.0,0.13421960513981812,0.0,0.12369580195826466
conv37,conv,80,80,64,64,3,3,1,1,conv35,conv40,36928.0,236339200,,1304.4,306654,230400,17.0,3.0,5.0,64,2,4.0,,1,1,1,False,,False,combined (SPATIAL_W),1319.4218444824219,1055.5374755859375,,8.0,0.0,3.0,0.8224475,0,64,0.9125241917722365,0.29863574107488,0.8703515363464496,9.0,10240,context_1,True,0.0010104125,0,471859200,36864,8,-0.2894764840602875,3.225594997406006,-0.7883387207984924,1.0071625709533691,-0.27935725450515747,3.911001443862915,8,8,16,0.9260897707260373,0.8333333333333335,1.0,0.9874208879118131,0.9411764705882353,0.7620337698649738
conv38,conv,80,80,64,64,3,3,1,1,conv35,conv41,36928.0,236339200,,1304.4,306654,230400,17.0,3.0,5.0,64,2,3.0,,1,1,1,False,,False,combined (SPATIAL_W),1319.4218444824219,1055.5374755859375,,8.0,0.0,3.0,0.8224475,0,64,0.9125241917722365,0.29863574107488,0.8703515363464496,8.0,10240,context_1,True,0.0010104125,0,471859200,36864,8,-0.2894764840602875,3.225594997406006,-0.6348859071731567,0.6777557134628296,-0.2874707281589508,4.024590015411377,8,8,16,0.9260897707260373,0.8333333333333335,1.0,0.9874208879118131,0.9411764705882353,0.7620337698649738
conv39,conv,80,80,51,64,3,3,1,1,conv35,conv42,29427.0,188332800,,1580.96,253011,209829,15.0,3.0,3.0,51,1,3.0,,1,1,1,False,,False,combined (SPATIAL_W),1265.8203430175781,923.5953369140625,,14.0,0.0,3.0,0.8072225,0,51,0.9188592712084452,0.2893099958697955,0.7199933067268584,36.0,8560,context_1,True,0.0009930925,0,376012800,26880,8,-0.2894764840602875,3.225594997406006,-2.030445098876953,1.0381971597671509,-0.2961020767688751,10.490472793579102,8,8,16,0.935146725636844,1.0,0.9107142857142858,0.8148814861361272,0.9333333333333333,0.6939950429003641
conv40,conv,80,80,64,64,3,3,1,1,conv37,conv43,36928.0,236339200,,1304.4,306654,230400,18.0,4.0,6.0,64,2,5.0,,1,1,1,False,,False,combined (),1847.1905822753906,1055.5374755859375,,8.0,0.0,4.0,0.8228125,0,64,0.9159268935521444,0.4674200117588043,0.8311613251922958,20.0,15360,context_1,True,0.0010330675,0,471859200,36864,8,-0.27935725450515747,3.911001443862915,-2.6777613162994385,4.433111190795898,-0.3703062832355499,23.236719131469727,8,8,16,0.9260897707260373,0.8333333333333335,1.0,0.9874208879118131,0.8888888888888888,0.7620337698649738
conv41,conv,80,80,64,64,3,3,1,1,conv38,conv44,36928.0,236339200,,1304.4,306654,230400,18.0,4.0,6.0,64,2,4.0,,1,1,1,False,,False,combined (),1847.1905822753906,1055.5374755859375,,8.0,0.0,4.0,0.8228125,0,64,0.9159268935521444,0.4674200117588043,0.8311613251922958,14.0,15360,context_1,True,0.0010330675,0,471859200,36864,8,-0.2874707281589508,4.024590015411377,-2.7689425945281982,2.003818988800049,-0.3031378984451294,8.28576946258545,8,8,16,0.9260897707260373,0.8333333333333335,1.0,0.9874208879118131,0.8888888888888888,0.7620337698649738
conv42,conv,80,80,51,51,3,3,1,1,conv39,conv45,23460.0,150144000,,1509.8,264936,149175,17.0,3.0,5.0,51,1,3.0,,1,1,1,False,,False,combined (NORMAL),1055.5375213623047,527.7687377929688,,8.0,0.0,3.0,0.8062374999999999,0,51,0.7154157757759094,0.32190117736657464,0.5795057333879243,334.0,920,context_1,True,0.001008825,0,299635200,20480,8,-0.2961020767688751,10.490472793579102,-0.8111870288848877,0.8700041770935059,-0.285165935754776,7.794535160064697,8,8,16,0.711851179599762,1.0,0.7968749999999999,0.8534236999861486,0.9411764705882353,0.4841100631907843
conv43,conv,80,80,64,64,1,1,1,1,conv40,output_layer1,4160.0,26624000.0,,1537.39,260181,204800.0,2,1,2,32,8,2,0.0,1,1,1,True,,False,,527.7687377929688,527.7687377929688,yolov8n-pose/conv43,1,0,1,0.8062374999999999,0,32,0.7994434833526611,0.1967860907316208,0.6700189246266698,2,5120,context_1,True,0.001041195,0,52428800.0,2048,8,-0.3703062832355499,23.236719131469727,-0.1763916015625,0.1800537109375,-1.5750129222869873,6.621482849121094,8,8,16,0.7994434833526611,1.0,1.0,0.8381066811837431,1.0,0.6700189246266698
conv44,conv,80,80,1,64,1,1,1,1,conv41,output_layer2,65.0,416000.0,,6559.42,60981,6400.0,1,1,1,8,1,1,0.0,1,1,1,False,,False,,527.7687377929688,65.9710922241211,yolov8n-pose/conv44,1,0,1,0.8000125,0,1,0.8527246117591858,0.10495072603225708,0.16750472572610695,51,640,context_1,True,0.00103497,0,819200.0,128,8,-0.3031378984451294,8.28576946258545,-0.289306640625,0.2230224609375,-20.422317504882812,0.0,8,8,16,0.8527246117591858,1.0,0.125,0.19643472630693953,1.0,0.020938090715763368
conv45,conv,80,80,51,51,1,1,1,1,conv42,output_layer3,2652.0,16972800.0,,2077.05,192581,130050.0,2,1,2,28,7,1,0.0,1,1,1,True,,False,,420.56573486328125,461.79766845703125,yolov8n-pose/conv45,1,0,1,0.790525,0,26,0.7560455203056335,0.23262938857078552,0.46901324365166497,7,4480,context_1,True,0.00101026,0,33292800.0,1792,8,-0.285165935754776,7.794535160064697,-0.2490234375,0.3662109375,-3.825275421142578,3.7363154888153076,8,8,16,0.7560455203056335,1.0,0.9107142857142857,0.6203505358540647,1.0,0.4271370611827663
conv_feature_splitter7_1,conv,40,40,64,192,1,1,1,1,concat10,concat11,12352.0,19763200.0,,1766.62,226421,153600.0,2,1,2,32,8,1,0.0,1,1,1,True,,False,,395.8265686035156,131.9421844482422,yolov8n-pose/conv_feature_splitter7_1,1,0,1,0.7979225,0,32,0.8182986378669739,0.06783822923898697,0.5968322146524054,64,512,context_1,True,0.0009995425,0,39321600.0,0,8,-0.44901224970817566,4.321743011474609,-1.081829309463501,0.9237474203109741,-0.27927321195602417,4.468371391296387,8,8,16,0.8182986378669739,0.8333333333333334,1.0,0.7293574583090398,1.0,0.49736017887700457
conv_feature_splitter7_2,conv,40,40,64,192,1,1,1,1,concat10,conv47 concat11,12352.0,19763200.0,,1766.62,226421,153600.0,2,1,2,32,8,2,0.0,1,1,1,True,,False,,395.8265686035156,131.9421844482422,yolov8n-pose/conv_feature_splitter7_2,1,0,1,0.7979225,0,32,0.8182986378669739,0.06783822923898697,0.5968322146524054,128,512,context_1,True,0.0009995425,0,39321600.0,0,8,-0.44901224970817566,4.321743011474609,-1.0901033878326416,1.3383146524429321,-0.2966611087322235,4.746577739715576,8,8,16,0.8182986378669739,0.8333333333333334,1.0,0.7293574583090398,1.0,0.49736017887700457
conv47,conv,40,40,64,64,3,3,1,1,conv_feature_splitter7_2,conv48,36928.0,59084800.0,,1519.44,263255,230400.0,4,1,1,16,2,1,0.0,1,1,1,False,,False,,131.9421844482422,131.9421844482422,yolov8n-pose/conv47,4,0,1,0.816015,0,16,0.9205143451690674,0.04862205684185028,0.7806042537744383,64,512,context_1,True,0.00102288,0,117964800.0,10240,8,-0.2966611087322235,4.746577739715576,-1.0546554327011108,0.604458212852478,-0.29600635170936584,4.144089221954346,8,8,16,0.9205143451690674,1.0,1.0,0.8480087875556873,1.0,0.7806042537744383
conv48,conv,40,40,64,64,3,3,1,1,conv47,concat11,36928.0,59084800.0,,1519.44,263255,230400.0,4,1,1,16,2,1,0.0,1,1,1,False,,False,,131.9421844482422,131.9421844482422,yolov8n-pose/conv48,4,0,1,0.8105249999999999,0,16,0.9205143451690674,0.04862205684185028,0.7806042537744383,64,512,context_1,True,0.0010449,0,117964800.0,10240,8,-0.29600635170936584,4.144089221954346,-1.091579556465149,1.1992416381835938,-0.3795901834964752,6.0734429359436035,8,8,16,0.9205143451690674,1.0,1.0,0.8480087875556873,1.0,0.7806042537744383
concat11,concat,40|40|40,40|40|40,192,64|64|64,,,,,conv_feature_splitter7_1 conv_feature_splitter7_2 conv48,conv49,0,0,,9464.10,42265,,1,1,1,192,0,1,1,,,,False,,False,,131.9421844482422,0.0,yolov8n-pose/concat11,0,0,1,0.7858225,0,192,0.9085531830787659,0.9085531830787659,0.1236957994415136,21,1536,context_1,True,0.001045425,0,0,0,N/A,-0.27927321195602417,4.468371391296387,N/A,N/A,-0.3795901834964752,6.0734429359436035,8,N/A,N/A,0.9085531830787659,1.0,1.0,0.1361459095023499,0.0,0.1236957994415136
conv49,conv,40,40,128,192,1,1,1,1,concat11,conv50 conv51 conv52 conv53,24704.0,39526400.0,,1640.82,243781,204800.0,3,1,1,48,6,4,0.0,1,1,1,False,,False,,395.8265686035156,296.86993408203125,yolov8n-pose/conv49,3,0,1,0.78865,0,43,0.9500330090522766,0.11813881993293762,0.7460402751579958,20,5760,context_1,True,0.0010487775,0,78643200.0,2304,8,-0.3795901834964752,6.0734429359436035,-1.5540436506271362,0.9575020670890808,-0.29700979590415955,4.752156734466553,8,8,16,0.9500330090522766,1.0,0.8888888888888888,0.7852782672280223,1.0,0.6631469112515518
